 nom,km,pos
 Sahne ,1190.750247,45144
 Talking Under Water ,1190.547228,45145
 OutRage Against The Machine ,1190.449987,45146
 JAHAI ,1190.157608,45147
 Blue Nation ,1189.958735,45148
 Lost Gravity ,1189.917511,45149
 Dylan Price ,1189.75516,45150
 Leonie Official Fan Page ,1189.569748,45151
 M Ä B E ,1189.359375,45152
 The Sidleys ,1188.989548,45153
 Maxxwell ,1188.849953,45154
 A.D.M. ,1188.295416,45155
 Genevieve Artadi ,1188.191703,45156
 Bad Bad Meow ,1187.980666,45157
 October Rose Music ,1187.919723,45158
 Dead Earth Politics ,1186.775673,45159
 Cuco ,1186.544316,45160
 Atlas Moon ,1186.449342,45161
 Sharkmouth ,1185.563379,45162
 Abass Abass ,1185.553553,45163
 Fork in the Road ,1184.906108,45164
 Sam Duckworth ,1184.594726,45165
 Night Shapes ,1184.576327,45166
 The Recess Bureau ,1184.537558,45167
 Discrepancy ,1184.509304,45168
 Man Hands ,1184.231372,45169
 Jenny & The Lovers ,1183.921766,45170
 Ensul ,1183.712949,45171
 Hannah White ,1183.368514,45172
 Gravewitch ,1183.278955,45173
 Beach Patrol ,1183.243222,45174
 Konik ,1183.11099,45175
 Traktorkestar ,1182.625793,45176
 Emily Faith ,1182.301426,45177
 The Fabulous Minx ,1181.730506,45178
 Ethan & The Reformation ,1181.081686,45179
 Alouette ,1181.060381,45180
 Rider's Bone ,1180.990903,45181
 purification by fire ,1180.945714,45182
 Hemmingway Hammers ,1180.903006,45183
 Attracting The Fall ,1180.431433,45184
 King Dead ,1180.26012,45185
 Gurus ,1180.228606,45186
 Kid Stardust ,1180.133203,45187
 Mats Bergström ,1179.583149,45188
 Lars Berghagen ,1179.39472,45189
 Vinyl Gypsies ,1179.349175,45190
 Sodomized Cadaver ,1178.974207,45191
 Cecilia Bartoli ,1178.746362,45192
 Jordan Hanson ,1178.3026,45193
 Blut Hirn Schranke ,1177.998973,45194
 Bleed The Victim ,1177.927504,45195
 Victors ,1177.762941,45196
 Indigo Husk ,1177.655983,45197
 Justin Brown ,1177.596914,45198
 Children of Seraph ,1177.533652,45199
 The Bishop's Daredevil Stunt Club ,1177.463335,45200
 fox and the acres ,1177.31097,45201
 Sparky Parker ,1176.83526,45202
 Spoiler UK ,1176.645892,45203
 Zornik ,1176.602046,45204
 BowieVision ,1176.261233,45205
 Rock Choir ,1175.864807,45206
 Fishplate ,1175.795575,45207
 Judy Sings the Blues ,1175.56012,45208
 Suntrap ,1175.427791,45209
 carry the storm ,1175.243881,45210
 TV Broken 3rd Eye Open ,1174.556492,45211
 Curtis Mayz ,1174.499766,45212
 DAVEY ASPREY ,1174.42752,45213
 pagan poetry ,1174.145099,45214
 MIDNITE HELLION ,1173.800792,45215
 Of Temples ,1173.215136,45216
 MONOSKI ,1173.004638,45217
 Southern Resident Killer Whales ,1172.786586,45218
 Rene Rodrigezz ,1172.379365,45219
 Rothacher ,1172.354118,45220
 Miketon and The Night Blinders ,1172.076991,45221
 Tongue In Cheek ,1171.952234,45222
 Luna Blue ,1171.911794,45223
 Stacy Lantz ,1171.824058,45224
 Kelly Llorenna ,1171.768949,45225
 Selfhelpme ,1171.522572,45226
 CAIN Resurrection ,1171.251835,45227
 S U M S I C ,1171.226083,45228
 Hey Vanity ,1170.988326,45229
 Hand Of Dimes ,1170.699516,45230
 Ash Kidd ,1170.635767,45231
 Almost Normal ,1170.292119,45232
 Frank Daniel Laucerica_ Tenor ,1169.990402,45233
 Kold Blooded ,1169.905588,45234
 A Mirrors Embrace ,1169.360266,45235
 Don & Giovannis ,1169.048779,45236
 rainMKERS ,1168.539552,45237
 Moonshine Society ,1168.537041,45238
 Brief ,1168.53601,45239
 Floppy Disks ,1168.489667,45240
 The Person ,1168.183512,45241
 Winterpills ,1167.933918,45242
 Sidelined ,1167.765967,45243
 She Returns From War ,1167.715993,45244
 Burn Fetish ,1167.676585,45245
 King Tuts Revenge ,1167.604146,45246
 Gary Coveney ,1167.57939,45247
 J.W. Schuller ,1167.288258,45248
 White Shag ,1167.006842,45249
 Ben Montague ,1167.001786,45250
 Cerebral Desecration ,1166.826025,45251
 Phobophobes ,1166.75703,45252
 Mélie Fraisse ,1166.63988,45253
 Stephan Becker Trio ,1166.469182,45254
 Young Pioneer ,1166.350318,45255
 Tyler Dixson Music ,1166.32147,45256
 Out of the Beardspace ,1166.101338,45257
 Joonas Hahmo ,1165.980182,45258
 Motion Theatre ,1165.711184,45259
 Fifteen Fleeting ,1164.569205,45260
 Chicklette ,1164.072494,45261
 idoljob ,1163.829929,45262
 The KerbSide Band ,1163.784366,45263
 Artenvielfalt ,1163.375404,45264
 Wakeland ,1163.331444,45265
 Tom Joshua ,1162.572001,45266
 Florian Weiss ,1161.960478,45267
 Pistols in Petticoats ,1161.927396,45268
 Motivés! ,1161.7142,45269
 Tennessee Jed ,1161.594343,45270
 Dina Marie Music ,1161.434467,45271
 Into the Further ,1161.427689,45272
 Ed Anderson ,1161.28243,45273
 Centiment ,1161.178852,45274
 Flying Hair ,1160.914932,45275
 Perkins Revival Music ,1160.741823,45276
 Bubble Puppy ,1160.260452,45277
 Nate McGahee ,1159.631271,45278
 The Well Tempered ,1159.391706,45279
 Cadence Fox ,1158.983404,45280
 Gayle San ,1158.864832,45281
 Trevor Lee ,1158.439039,45282
 Fickle Friends ,1158.352272,45283
 Eris Drew ,1157.717999,45284
 Romain Didier ,1157.687367,45285
 Zach Aaron ,1157.420319,45286
 Dave McPherson ,1157.34728,45287
 Len Price 3 ,1157.254372,45288
 Vile ,1156.205881,45289
 dreamcatchr ,1155.999246,45290
 Michael Witte ,1155.679658,45291
 Nisse ,1155.48852,45292
 Dimitry Mak ,1155.182888,45293
 Daisy Glaze ,1155.137777,45294
 Pedrina ,1155.094723,45295
 RJ Harman and Co. ,1155.026164,45296
 New Mantra ,1154.544231,45297
 Lizzie & The Banshees ,1153.816419,45298
 Drew Stansall ,1153.30306,45299
 Chris Luzz ,1153.2281,45300
 Patric Johnston ,1153.091334,45301
 Comminor ,1153.062554,45302
 Joe Zelek Band ,1152.397587,45303
 The Human Experiment ,1152.122317,45304
 Union Pacific ,1151.630929,45305
 Rock it! ,1151.378686,45306
 Sunny South Blues Band ,1151.063674,45307
 Young Frontier ,1150.956487,45308
 Peekaboom ,1150.861952,45309
 Christian Euman_ drums ,1150.85994,45310
 Isle of Klezbos ,1150.382269,45311
 Arann Harris ,1150.128337,45312
 DOMINIQUE LACASA ,1149.961299,45313
 Bottle ,1149.652661,45314
 Blind Owl Band ,1149.594343,45315
 Cream Classics ,1149.148263,45316
 Paul Bliss ,1148.767767,45317
 Matt Lieb ,1147.972901,45318
 BroLoaf ,1147.690332,45319
 David Broad ,1147.505856,45320
 Nikeo Music Group ,1147.248704,45321
 Jason Burke ,1147.098015,45322
 John Type ,1146.954603,45323
 Catherine McGrath ,1146.692496,45324
 A Deathbed Promise ,1146.633103,45325
 Soleo ,1146.562073,45326
 Jackie Darlene ,1146.295127,45327
 Maks the Fox ,1146.217261,45328
 Alamo Race Track ,1146.104183,45329
 Shifting Tracks ,1145.871306,45330
 Josiah Woodson ,1145.418929,45331
 Cross Anchored ,1144.975626,45332
 Bellavista ,1144.882392,45333
 Julie Odell ,1144.788327,45334
 The Leading Average ,1144.7309,45335
 The Changing Colors ,1144.690875,45336
 C.O.P. UK ,1144.633197,45337
 El Morgan  ,1144.592254,45338
 OctoPladd ,1144.590303,45339
 Knife Dogs ,1143.948396,45340
 Yevgueni ,1143.930293,45341
 Three Chord Society ,1143.793039,45342
 Louis Dinkgrefe  ,1143.627636,45343
 Sioum ,1143.383814,45344
 Georgia Rae Family Band ,1142.758995,45345
 Pierre Christophe ,1142.595475,45346
 Downhaul ,1141.777522,45347
 New Suede ,1141.322765,45348
 dr malaka ,1141.211358,45349
 Johnny Vaz ,1140.585195,45350
 Jensson ,1140.452287,45351
 Book of Wyrms ,1139.243861,45352
 Psychic Jiu-Jitsu ,1138.993318,45353
 Wille & The Bandits ,1138.59957,45354
 Anna Macdonald ,1137.817516,45355
 The Troy Redfern Band ,1137.373684,45356
 Low-K ,1137.367987,45357
 Lakuta ,1137.150606,45358
 Amanda Colleen Williams ,1137.022748,45359
 Mystery Selector ,1136.90464,45360
 Sashay ,1136.892183,45361
 Audio Circus ,1136.213691,45362
 Gwen and the Good Thing ,1136.158051,45363
 Alific ,1136.076609,45364
 Jack Symes ,1135.893567,45365
 David Touchton Music ,1135.584527,45366
 Alma Andina ,1135.468201,45367
 DRUSE ,1135.427371,45368
 The Snaz ,1135.345273,45369
 LA River Bend ,1135.169272,45370
 Lowpoints ,1134.946407,45371
 Amora ,1134.940831,45372
 5 Billion and Counting ,1134.935082,45373
 Satchel Grande ,1134.573577,45374
 BellringerATX ,1134.411974,45375
 Mount Gammaray Burns ,1134.16248,45376
 BarCreeps ,1133.515622,45377
 deux furieuses ,1133.115865,45378
 What Gives ,1132.506117,45379
 Above This Fire ,1131.75464,45380
 Ratatat ,1131.535025,45381
 Your Fearless Leader ,1131.433878,45382
 Luke Nova ,1131.302136,45383
 Bodybangers ,1130.839546,45384
 Rotting Obscene ,1130.602999,45385
 Above The Moon ,1130.582051,45386
 Eryn Bent ,1129.514395,45387
 InCircles ,1129.417219,45388
 Chris Welch & The Cicada Killers ,1129.404955,45389
 Staci Stork ,1128.590535,45390
 A Means To An End ,1127.4654,45391
 Nytrate ,1127.38564,45392
 thePhantom* ,1127.370017,45393
 The Jamd ,1127.1189,45394
 The Dean Ween Group. The Mike Dillon Band ,1127.000343,45395
 Janette Mason ,1126.840208,45396
 Trauffer ,1125.86098,45397
 ROCK VAULT ,1125.83692,45398
 Edouard Edouard ,1125.703971,45399
 Cold Raven ,1125.395021,45400
 Orquestra Pacifico Tropical ,1125.107547,45401
 COMTE DE BOUDERBALA 2 ,1124.942109,45402
 Le Fantôme de L'Opéra ,1124.821028,45403
 Bush Tetras ,1124.586709,45404
 Kora ,1124.157739,45405
 Bunny X ,1123.638628,45406
 RedCoat ,1123.611807,45407
 RiffTrax ,1123.542605,45408
 The Swinging Blue Jeans ,1123.345101,45409
 Soilid ,1123.190201,45410
 Manzanita Falls ,1123.187992,45411
 Urban Atmosphere ,1123.167029,45412
 Rebel Queens ,1123.054796,45413
 The Beans ,1122.783311,45414
 Tormenta Tropical ,1122.239611,45415
 Taylor Taylor ,1121.870183,45416
 Split Whiskers ,1121.624669,45417
 By Any Means ,1121.363167,45418
 Tef London ,1121.042162,45419
 Pierre de BETHMANN Trio ,1121.016093,45420
 Oral Bee ,1121.005516,45421
 Move Trio ,1120.512079,45422
 The Bluegrass Sweethearts ,1120.427948,45423
 Monomite ,1120.207096,45424
 Kaapora ,1120.123375,45425
 Electro Insides ,1119.996806,45426
 Phil Davis ,1119.751398,45427
 Idkfa ,1119.676193,45428
 Christine McVie ,1119.41427,45429
 Black The Sun ,1119.116067,45430
 Nomad City ,1118.681707,45431
 Prey the Hunter ,1118.405338,45432
 The New Daze ,1118.336287,45433
 Gospel Dream ,1118.022498,45434
 Logoz ,1117.944554,45435
 Sean Gristwood ,1117.465402,45436
 The Secret Light ,1117.417476,45437
 Skumboyz ,1117.101295,45438
 Toby Mac_ Britt Nicole_ Building 429_ Colton Dixon_ Capital Kings_ Finding Favour_ & Hollyn ,1116.903681,45439
 The Pupils of Groove ,1116.709951,45440
 Baboomba Band ,1116.53404,45441
 IN-OUT ,1116.512134,45442
 The Nine-Pound Hammers ,1116.271227,45443
 Bounce! ,1116.031203,45444
 Boostive ,1115.704448,45445
 Riki Rocksteady ,1115.562746,45446
 Funkshone ,1115.325333,45447
 Washed In Black - A Tribute to Pearl Jam ,1115.107011,45448
 Les Virtuoses ,1115.047056,45449
 Patrick Cooper ,1114.941788,45450
 Sunday at Noon ,1114.721012,45451
 abbi walker ,1114.511669,45452
 The Sara Rose Band ,1114.40941,45453
 Phillip Steven and The OpenRoad ,1114.080851,45454
 Hifi Superstar ,1113.331002,45455
 In Search Of Sun ,1113.119785,45456
 Johnny Moped ,1112.713698,45457
 Fletch's Brew ,1112.672936,45458
 Transatlantic Sessions ,1112.441945,45459
 Edmond Bilal Band ,1112.421574,45460
 Nasty Nigel ,1112.372753,45461
 Liquor Biscuit ,1112.367159,45462
 The Weight of Atlas ,1111.989947,45463
 Diego Straz ,1111.974453,45464
 Josh Gray ,1111.089802,45465
 Cyperna ,1110.977595,45466
 Sikkie ,1110.735669,45467
 Damien Gunn ,1109.872153,45468
 Akjela ,1109.775731,45469
 Monument ,1108.90313,45470
 Steeler ,1108.634153,45471
 Adonis Wolf ,1108.455028,45472
 Vreeswijk ,1108.008187,45473
 Colt Landon Baker ,1107.212961,45474
 Mixed Culture ,1106.758804,45475
 INNERHEART ,1106.737137,45476
 SumGuy ,1106.616854,45477
 Zegema Beach ,1106.522266,45478
 Garbage Greek ,1106.020877,45479
 The Coffis Brothers ,1105.997368,45480
 Beth Anne ,1105.823993,45481
 Benvenuto Cellini ,1105.512568,45482
 Glose ,1105.484853,45483
 Big Bloom ,1105.088199,45484
 Tugg ,1105.039682,45485
 Karin Park - Man Without Country ,1104.461683,45486
 Emma Swindells ,1104.404844,45487
 Jamie Renee & The Walkers ,1104.12424,45488
 Fred Page ,1103.348432,45489
 5prite ,1103.268874,45490
 Calling Blue Jay ,1103.245694,45491
 Singapore Sling ,1102.840961,45492
 Frances and the Foundation ,1102.416753,45493
 Brother And Bones ,1101.869714,45494
 Tilly Moses ,1101.246195,45495
 Debustrol ,1101.170052,45496
 Lethean ,1101.064396,45497
 Pluck and Rail ,1100.652374,45498
 Fat Suit ,1100.505094,45499
 Ashes of Old Ways ,1100.455292,45500
 The Anchor Collective ,1100.42504,45501
 When Earth Awakes ,1100.315538,45502
 Willy Wompa ,1100.229863,45503
 JR Castro Music ,1100.187296,45504
 Head Injuries ,1100.124365,45505
 THÉ VANILLE ,1099.745427,45506
 Fall Of Carthage ,1099.67355,45507
 Native Suns ,1099.519571,45508
 ANT ANTIC ,1099.24483,45509
 Dursky ,1099.14304,45510
 The Caveat ,1098.904777,45511
 Drive aka Talk Of The Town ,1098.89136,45512
 The Bandura Gypsies ,1098.437534,45513
 DJ Raggs ,1098.433795,45514
 Petrol Girls ,1098.252041,45515
 Judge Roughneck ,1097.999178,45516
 Gallows ,1097.199073,45517
 Vaudevylle ,1097.074942,45518
 BullyWest ,1096.16509,45519
 Hannah Wolff ,1095.670097,45520
 DJ AJ ,1094.557827,45521
 Forgetting Charlie ,1094.383068,45522
 Blame Candy ,1094.363031,45523
 David B Wells ,1094.34331,45524
 Blues Masters ,1094.133429,45525
 Tre små kinesere ,1093.612476,45526
 Howling Giant ,1093.263477,45527
 Orchestra MARCO & ALICE ,1092.597472,45528
 Chubby Thunderous Bad Kush Masters ,1092.415055,45529
 The Jigantics ,1091.144082,45530
 Roadhouse Strangers ,1091.088036,45531
 Beat The Smart Kids ,1090.561052,45532
 Rivière ,1088.184941,45533
 Nicolas Charlier ,1088.167017,45534
 Karoline Krüger & Sigvart Dagsland ,1087.533886,45535
 Systematic Chaos ,1086.955387,45536
 Killit ,1086.667448,45537
 Capture the Sun ,1085.943647,45538
 Street to the Ocean ,1085.836237,45539
 Dimitris Kulaga ,1085.753047,45540
 Goodfight ,1084.379757,45541
 Mary Todd ,1084.04539,45542
 Jason McNabb ,1083.9019,45543
 Matthieu Bordenave ,1083.827241,45544
 Eastbourne ,1083.687423,45545
 Heavy Traffic ,1083.388623,45546
 Matt Morson ,1083.347208,45547
 Sensitiser ,1082.671619,45548
 DiMO BG ,1081.122492,45549
 Kris Guilty ,1080.81804,45550
 The Shidiots ,1080.802293,45551
 Steely Dane ,1080.744596,45552
 LEiSE ,1080.731959,45553
 Ministri ,1080.32182,45554
 Second Runner Up ,1079.802591,45555
 Pwnage Method ,1079.539164,45556
 Ellis Dyson & the Shambles ,1079.514711,45557
 Deley ,1079.361995,45558
 Crazy Man Crazy ,1079.299496,45559
 Lincoln Meyers ,1078.920263,45560
 Straight to Hell (Clash Tribute) ,1078.735822,45561
 Alexander Lynch ,1078.13116,45562
 April Art ,1078.010788,45563
 Alexander Madness  ,1077.685304,45564
 BlackMoon1348 ,1077.613171,45565
 Apocalyptic ,1077.129465,45566
 InFluence ,1077.088483,45567
 The Band Cheyenne ,1077.042374,45568
 Midnights Calling ,1076.543676,45569
 The New Invaders ,1075.680991,45570
 Point of VU ,1075.535176,45571
 3D ,1075.510482,45572
 Pure Purple ,1075.500709,45573
 Tia Carroll ,1074.999925,45574
 Westerman ,1074.822663,45575
 the Black Mantis project ,1074.647782,45576
 Mathias & The Pirates ,1074.591403,45577
 Ottavia Piccolo ,1074.578357,45578
 Scheibosan ,1074.567099,45579
 Don't Try This ,1074.379108,45580
 He Kill 3 ,1074.22096,45581
 Jumoke Fashola ,1074.122315,45582
 Rigor Mortiss ,1073.681342,45583
 Martin Ka ,1073.204811,45584
 Underground Allstars ,1072.645223,45585
 The Other La ,1072.12496,45586
 Stephano Pechero ,1072.034989,45587
 Emil Campbell ,1071.769362,45588
 Clear Pioneer ,1071.74814,45589
 Shapes & Colors ,1071.685081,45590
 The Weekend Routine ,1071.655884,45591
 HVMM ,1071.219024,45592
 Rumble2Jungle ,1070.291449,45593
 Sam Kininger ,1070.225422,45594
 Rat Bastard Syndicate ,1070.156841,45595
 Kimberly Michaels ,1069.391611,45596
 Rebel Union ,1069.057132,45597
 Lukas Freudenberger ,1068.327881,45598
 Kayla Outlaw ,1067.629102,45599
 The Hormones All Girl Tribute to The Ramones ,1067.441555,45600
 Jah On Slide ,1067.436887,45601
 Culture Dub Sound ,1066.90662,45602
 SISTA BETHSABEE ,1066.90662,45603
 Aela ,1066.727477,45604
 Kerri Leigh ,1066.65405,45605
 Cliff Hillis ,1066.580565,45606
 Stefanie Keys ,1065.735029,45607
 Sleep Beggar ,1065.571043,45608
 S.I.N.siZZle ,1065.113258,45609
 Jeremy Kittel ,1065.06339,45610
 Storm Warning ,1064.727882,45611
 Betty Boo ,1064.113041,45612
 Into the Fray ,1063.325768,45613
 Scott Wolfson and Other Heroes ,1062.997587,45614
 Frank Vaturina ,1062.858467,45615
 The SB Deluxe ,1062.551428,45616
 DISCO UNLIMITED ,1062.473442,45617
 Mike Baillie ,1062.256727,45618
 Richard Jobson ,1062.256727,45619
 Bill Simpson ,1062.256727,45620
 Cedar Green ,1062.162102,45621
 Crooked Bangs ,1061.735971,45622
 Dj Philectro ,1061.642319,45623
 Billet d'humeur ,1061.365465,45624
 Carlos de Brito ,1061.131155,45625
 The Octopus Project ,1060.638736,45626
 Rachel Sumner ,1060.271413,45627
 Rock Jong Il ,1060.187537,45628
 Kiaree ,1060.147992,45629
 Post Traumatik ,1059.952792,45630
 honeychain ,1059.185136,45631
 Crowd the Airwaves ,1059.018425,45632
 The Strangers The Doors Tribute Band ,1058.642604,45633
 Josh Oliver ,1058.391986,45634
 Miss Trouble ,1057.762433,45635
 Killa MAUL ,1057.594025,45636
 Samuel C Lees ,1057.25841,45637
 The Mayjah Rayjah ,1056.656863,45638
 Epidemie ,1056.386697,45639
 Petty Morals ,1056.143439,45640
 Hans Olson ,1056.05608,45641
 Incognito music ,1055.684249,45642
 Poison Anthem ,1054.810456,45643
 Wrenfro ,1054.498993,45644
 Humandala ,1054.313365,45645
 Kool stuff Katie ,1054.229807,45646
 Jamie Dick ,1054.090722,45647
 White Eskimo ,1053.878163,45648
 DJ Kojak ,1053.852495,45649
 Toni Manga ,1053.330626,45650
 My Own Iris ,1053.302975,45651
 Dj Click Berlin ,1052.540556,45652
 Dick Deluxe ,1052.107429,45653
 Randy Thompson Band ,1051.908827,45654
 The Fogcutters ,1051.057187,45655
 falling cows live ,1051.003486,45656
 NSMGA Nonsiamomicagliamericani ,1050.352306,45657
 City Of Ashes ,1050.341019,45658
 Jonas and Jane ,1050.289877,45659
 Pierre Marco ,1049.209514,45660
 Petra Struwe ,1048.874372,45661
 NISTHA RAJ ,1048.239053,45662
 Catbath ,1048.074439,45663
 Roberto Manzini ,1048.037834,45664
 Franco Lagazzi ,1048.037834,45665
 Marco Tedeschi ,1048.037834,45666
 Paolo Seghedoni ,1048.037834,45667
 Matty Mac NJ ,1047.318539,45668
 Wicked Snakes ,1046.796814,45669
 Big Blu Soul Revue ,1046.781187,45670
 Alex Claffy ,1046.513155,45671
 Heartbreak Remedy ,1046.440681,45672
 Humble Wolf ,1046.006511,45673
 Undersea ,1045.810862,45674
 Dustin Price ,1045.512863,45675
 Crüeligans ,1044.197633,45676
 Doctors Orders ,1044.079722,45677
 Disco Risque ,1043.67082,45678
 The lemon squeezers ,1043.308343,45679
 Paddlebots ,1042.801925,45680
 Delta Wires ,1042.76307,45681
 CASME ,1042.210384,45682
 Satellite Hearts ,1042.09874,45683
 MimiCof ,1041.315771,45684
 Norman Blake ,1041.292004,45685
 Joe Pernice ,1041.292004,45686
 Kuwaisiana ,1040.84187,45687
 The Silver Mirrors ,1040.566496,45688
 Jean-Philippe Scali ,1040.214725,45689
 Alex Van Diel ,1040.042251,45690
 Drunk In a Dumpster ,1039.71579,45691
 Positive Mind ,1039.157318,45692
 All Poets & Heroes ,1039.149963,45693
 Funk Monkey ,1039.054458,45694
 The Shake Ups In Ponyville ,1038.947147,45695
 Studded Left ,1038.530464,45696
 Mixtape - 80s Band ,1037.690433,45697
 DFXX ,1037.676652,45698
 Ghostbunny ,1037.621477,45699
 Bruce Guynn & Big Rain ,1037.562195,45700
 Denman ,1037.219238,45701
 Ridillo ,1037.067838,45702
 Window Dogs ,1037.038492,45703
 Optimus Riff ,1036.910753,45704
 Marta Reverte ,1036.901181,45705
 Sean Kiely ,1036.862727,45706
 Catt McCreary ,1035.938732,45707
 Bear's Towers ,1035.7132,45708
 Webb Wilder and the Beatnecks ,1034.786354,45709
 Acid Muffin ,1034.529698,45710
 Lean Bravo ,1033.57667,45711
 Shmidoo ,1033.292272,45712
 -=HAVEN=- music ,1033.030162,45713
 Assassination Squad ,1032.965128,45714
 Belgian Asociality ,1032.609132,45715
 Purple Squirrel ,1032.476649,45716
 JJ Gilmour ,1032.475061,45717
 Remain and Sustain ,1032.379976,45718
 Eternal Black ,1032.303939,45719
 OhBree ,1032.140499,45720
 Ilser ,1031.140539,45721
 Arnaud Cosson ,1031.089134,45722
 Crucial Rip ,1030.824731,45723
 The Midwestern Charm ,1030.518987,45724
 Whiskey Hangover ,1030.224868,45725
 DJ Disco Phantom ,1030.224292,45726
 String Theory Irish Band ,1030.182783,45727
 Egypt Speaks ,1029.584923,45728
 Saskia ,1029.180871,45729
 The Molly Ringwald Project ,1028.419198,45730
 Aileeah Colgan ,1028.327249,45731
 Cover show ,1028.025279,45732
 Black Ink Sun ,1027.770658,45733
